userid,avg_retweetcount,followers,label
15503210,13.392428439519852,74823,0
313536147,0.0120041753653444,4405,0
780539957316194304,0.0808823529411764,23,1
1452730505787551750,0.0255727012408526,853,0
977634889993355266,2.8341463414634145,36948,0
127068662,0.3636363636363636,39007,0
73973309,37.93253968253968,19679,0
1414610005236535297,0.1492537313432835,68,0
2427337646,0.0,452,0
731463062230700032,16.75417661097852,18783,0
740256827984740352,0.0,776,0
5734902,8.408953722334005,4098364,0
33072396,0.02323991797676,1201,0
838321345570156545,0.223437537315215,2101,0
2350408909,0.5452586206896551,4836,0
801800750598758400,0.0252100840336134,508,0
1367233166424084480,25.079107505071,259,0
122566079,0.3125,38598,0
1454933352755212288,0.0837004405286343,5665,0
17710740,0.781021897810219,2288517,0
966983910788759553,0.0,1964,0
281594138,0.0,11579,0
1175649882004021248,33.9225,7092,0
1260824667868114944,0.0666666666666666,28936,0
21104432,2.421875,312064,0
251637411,0.1538461538461538,22570,0
47379940,0.4657534246575342,158502,0
125989111,0.081159420289855,730,0
1262478403103580160,0.0741433021806853,514,0
231726084,0.013030528667163,5957,0
1441559488075468812,17.587786259541986,420,0
1216550422191587328,37.097050185161535,3636,0
895411770105491457,3.869565217391304,75644,0
531563448,0.1521739130434782,1518,0
3367334171,30.294117647058822,2837413,0
193504277,0.1015228426395939,111877,0
1327843160,1.4721074380165289,2494,0
546864892,30.7874251497006,8567,0
786625296,0.0228989612842304,3534,0
2604194205,1.385793018983466,22766,0
1060573081935249409,2.686429512516469,81182,0
1417463171279986689,0.1544595392793857,5236,0
762530951738036224,110.79372197309416,1012,1
2544217908,0.1879762912785774,3483,0
1360630913948860419,0.0681818181818181,1621,0
1324165219,0.0398009950248756,4274,0
231242533,0.1044045676998368,7259,0
110700737,0.8723404255319149,1397,0
32772630,0.2861111111111111,45680,0
1294592328842317825,0.7582714382174207,403,0
29097819,14.811676082862524,714337,0
88758702,87.54166666666667,2636,0
1228699668990906370,0.4308943089430894,2418,0
3115671878,0.2417582417582417,691,0
188790683,0.0,61044,0
1047135212935819264,1.8051031487513567,658,1
2898047183,0.3591682419659735,31810,0
1316523898989617153,5.361702127659575,100597,0
334730513,0.0344827586206896,367,0
1251115879946952704,0.1257396449704142,299,0
2857747237,0.0363636363636363,2082,0
1268232010897727488,0.0666666666666666,646,0
1442436528534286341,0.0073529411764705,67,1
218313101,0.1968810916179337,137,1
1445843700374851590,0.5982905982905983,27,1
171143721,2.7,876,0
86683586,0.5,6759,0
2987359185,4.602140077821011,23400,1
3388074669,6.0625,7300,0
444284249,5.865384615384615,52873,0
2985114866,0.4017857142857143,32288,0
1123641386,3.7570361860999424,3556,0
46841910,12.683060109289617,12435,0
1491511371330211844,0.2550335570469799,877,0
1345758930,0.1764705882352941,2294,0
1039759933728645120,1.2073627996818543,250318,0
461841349,4.346585117227319,6476262,0
4838520568,11.75370705244123,1854,0
44145131,1.9884792626728112,3773544,0
73721873,0.0273972602739726,562,0
822763271086346240,152.9915611814346,3844,0
531415099,0.1111111111111111,2255,0
186312186,230.77777777777777,1949,0
142503243,0.0345911949685534,1283,0
1259111661144879104,0.0148514851485148,28,1
2916094244,1.4107142857142858,7569,0
3346687911,0.345679012345679,10707,0
715827440359178241,0.0642857142857142,6498,0
274170164,9.7734375,233,0
770356860,71.40543161978661,1052,0
1089912583795212289,0.1666666666666666,15108,0
920554562364301312,0.6666666666666666,61368,0
111742191,0.0227272727272727,1476,1
1053596462,0.28,855,0
830999894,0.0698689956331877,3369,0
208434898,3.0,1546,0
734912535493632004,0.4736842105263157,3850,0
881604271,0.051051051051051,3968,0
148870532,0.0086206896551724,3854,0
1013374544,1.6,95216,0
1287186958524002304,0.0603015075376884,169,0
27007409,0.037243947858473,1334,0
1155110852221120518,3.7570093457943927,1915,0
702291860874665984,1.1300639658848617,88857,0
704377198141026305,0.125,214,0
567289542,2.6942528735632183,492152,0
2886909616,0.329,200,0
16032967,0.0472727272727272,5581,0
3352107935,1.1495726495726497,541,0
2541802183,0.0035874439461883,2091,0
87917306,0.0236486486486486,41034,0
1250960911088615424,0.0461538461538461,38,0
1295405245011460096,3.602897102897103,23353,0
24033160,0.1538461538461538,9910,0
60024268,0.2142857142857142,135759,0
32332637,0.1111111111111111,4829,0
2300691618,2.0839694656488548,12797,0
8926832,0.0303030303030303,2046,0
19993545,1.1428571428571428,124732,0
1025599891,74.71078431372548,1497,0
827113150772236288,0.0143039591315453,573,0
634707348,0.0,862,0
223566613,0.1035502958579881,1009,0
1403598307,80.81592039800995,1560,0
49511011,3.139784946236559,7372,0
2744154913,20.33333333333333,1653,0
3098484910,5.103658536585366,3310,0
39240673,1.821705426356589,13461972,0
797631672363679745,82.15753424657534,565,0
142339174,58.77777777777778,80317,0
815750087192219648,11.044817927170868,324244,0
100986964,0.0418041804180418,5458,0
3007684703,0.1238095238095238,8716,0
581512399,0.0562015503875969,108,1
359619136,0.125,8682,0
476410624,0.9210526315789472,47051,0
783214744463257600,0.5045045045045045,14907,0
144251234,0.9375,3130,0
2905789446,0.0625,3808,0
18071520,0.2467532467532467,1290843,0
866818669619195904,0.6984126984126984,94256,0
1312246113244794881,0.0975177304964539,14613,0
2365378849,142.81753312945975,95802,0
315278595,0.2131782945736434,19914,0
4870268481,0.0862533692722372,3239,0
1253688657925378050,10.29441117764471,14923,0
2939753751,39.21297192642788,1014,0
80483638,2.3953846153846152,1783,0
1017962856,461.0535714285714,2727,0
382081804,0.8976377952755905,893,0
19551669,2.9743589743589745,4435,0
1324233942795317248,0.9285714285714286,1153,0
249552678,0.3684210526315789,909,0
927426236137201664,1.6251539138082671,111096,0
144678130,0.0445859872611464,135111,0
1209183944807272448,17.226600985221676,1091186,0
3306315704,3.740506329113924,170328,0
4819616115,0.8,7936,0
22828899,0.0284360189573459,10926,0
3910925474,0.3506493506493506,32342,0
296005306,4.933774834437086,118109,0
820982287890157568,1.1423487544483986,14208,0
25768882,0.0833333333333333,814,0
83749471,1.15,3622,0
153732956,11.272727272727272,3321,0
1242709697397952512,29.27272727272728,12346,0
1439016999556837376,2.7142857142857144,322,0
958279294169567232,0.0,1,1
348073197,0.1666666666666666,8095,0
25557799,0.7,3879,0
1229675046,0.5272727272727272,3760,0
19581044,0.1439539347408829,1559,0
1219181151484628992,18.71610845295056,1440,0
2346532633,0.4545454545454545,4482,0
257088949,0.0035356511490866,492,0
1458579530780532736,0.0,39,0
1426598677280346119,0.3,200,1
1222754999819616256,1.1116504854368932,2110,0
1087574742637326336,0.1404255319148936,3644,0
620381863,0.015267175572519,67948,0
1243078630013579266,71.94252873563218,899,0
837785295152115713,147.94366197183098,2674,0
3046490198,0.662751677852349,181013,0
1646145848,46.60126582278481,3868,0
87720071,0.1643835616438356,974,1
2737343664,2.8612463485881205,1252,0
1456228393234493446,0.0496883348174532,710,0
1244266306485932034,4.562589928057554,69919,0
61083422,0.1366223908918406,174336,0
49651032,60.088235294117645,2530,0
1299877337148936192,0.0521739130434782,847,0
19346439,15.16891891891892,266618,0
190815162,0.0185185185185185,190,0
331422844,50.91379310344828,666,0
958406113,0.0,445,0
823605120587956224,0.1136363636363636,712,0
1489816667316178947,0.042016806722689,73,0
1217333236109475840,0.074074074074074,771,0
1201561204206034944,1.852459016393443,299539,0
1248218082553847809,1.4377572016460904,652,0
36520347,0.3333333333333333,1268,0
1219214266521096193,3.607142857142857,105413,0
884992285355765761,0.5,1672,0
17296374,3.4797517962116262,3205,0
531304042,0.2615384615384615,2104,0
3909195373,6.363636363636363,88024,0
1384573120070045697,0.2518059855521156,374,1
273842391,1.7782738095238095,4002,0
733016616531832832,17.52513966480447,9158,0
637233762,0.1287128712871287,20792,0
18786430,11.571315996847911,12434,0
1305865621880569856,93.47640704945992,1600,0
17069766,0.6060606060606061,6115,0
2551371841,0.0253164556962025,36,0
722950850,2.0531914893617023,115569,0
33576715,1.471264367816092,1354,0
1366818243168505856,0.6691176470588235,2036,1
4186487416,22.26086956521739,714,0
471773172,0.0714285714285714,5247,0
1268144739997503493,0.129360465116279,2733,0
944740496,0.0188679245283018,8941,0
737855790858555393,141.328125,921,0
101702059,40.69021739130435,1879,0
772817422407442432,0.0,139,0
1224720760440262659,0.0222222222222222,88,1
1410635445596307463,0.3333333333333333,622,0
402934934,86.03163444639719,3285,0
14917589,1.7282321899736148,970240,0
283604227,0.0532544378698224,31128,0
494565289,0.631578947368421,28634,0
1346353472183013376,0.0906735751295336,2357,0
221378668,6.446406366575479,1109016,0
1449233344013631491,14.091880341880342,461,0
707978477522255873,0.3333333333333333,1625,0
1214565466414485504,3.8947368421052633,495,0
203650771,1.88,7018,0
819908524138496000,0.2484526967285588,1998,0
95708774,3.5957943925233646,13466,0
570927672,0.1336134453781512,13230,0
1456959534564397056,0.0,27,1
4187265315,167.9022988505747,142,1
840968850216779779,22.91566265060241,3873,0
3949435217,61.0,22569,0
499107662,1.9900373599003736,55004,0
1704090810,0.426183844011142,498228,0
825081107083300865,0.6666666666666666,243,0
1426293729472749571,0.5921052631578947,7459,0
21351091,0.6363636363636364,1248,0
80845534,0.25,2972,0
761469053181370369,1.875455207574654,577999,0
102499820,1.4848484848484849,610569,0
620136960,0.6965811965811965,288024,0
48206728,0.0591133004926108,46829,0
1235244517307166725,0.1479024390243902,1304,0
1481200147950637058,0.1761006289308176,384,1
104667895,0.2068965517241379,141207,0
369869874,0.176056338028169,3803,0
15968273,0.6231884057971014,6669,0
18229081,0.5,77621,0
2992270661,0.0,1890,0
182181105,1.2321428571428572,937775,0
1433745612537741318,0.2479338842975206,3033,0
78001994,145.92,44477,0
2947254543,0.3861386138613861,17385,0
123120658,0.0606060606060606,363,0
27652717,0.826879271070615,247345,0
1359351,0.1593406593406593,13218,0
1059896820,1.0388978930307942,1935975,0
299809292,0.44,188827,0
2499735536,54.62172284644195,6012,0
436429668,2.885947046843177,408263,0
2816433530,3.872408293460925,47153,0
1218875616784789505,0.0,53,0
2269557301,0.717391304347826,3450,0
1049220840,0.1283783783783783,751,0
26402830,46.206896551724135,3736,0
1065412329922330624,6.961165048543689,4559,0
233949900,0.1454545454545454,9035,0
1220279101228900352,0.0217391304347826,1007,0
137634922,2.333333333333333,54678,0
1190124012745003008,0.0,1343,0
1285192703056257027,32.32471264367816,4861,0
1349669078,3.1151439299123904,7618,0
1686369542,0.2653061224489796,10121,0
1180485061486895105,2.302652106084244,49,1
4866717149,5.431468531468531,2857,0
1275891762855317507,0.0,81,0
1009517269658030082,0.0077611940298507,512,0
487255521,0.631578947368421,21034,0
803043716780920833,0.391304347826087,1962,0
757989487876210688,0.0,540,0
170226165,0.2222222222222222,30733,1
119881872,2.857142857142857,125642,0
578601744,6.842684268426843,2512,0
784084496098492416,73.0,2439,0
305526924,8.533658310120705,1453,0
243983947,7.84516129032258,102199,0
703227825231253504,0.8952569169960475,41311,0
12803712,0.0465116279069767,943,0
1573800344,30.473200612557427,9689,0
3638215945,0.5962783171521036,122646,0
104277809,23.652027027027028,727357,0
418540325,0.0193370165745856,7036,1
1193174540215562242,0.0,2608,0
44489439,0.3916349809885932,646551,0
1945473654,0.1952461799660441,722,0
979273137136300032,0.3097345132743362,34231,0
2785345735,0.0178571428571428,3181,0
2398893018,0.0055555555555555,431,0
36327407,1.4612954186413902,8701032,0
213423172,0.0441176470588235,17974,0
19609660,0.0331491712707182,4392,0
368978292,0.448,19158,0
522005341,2.333333333333333,6876,0
844442632751382528,0.1428571428571428,242,0
1228327605125795841,0.0775862068965517,1112,0
2193071,3.0,7075,0
943349784152289280,0.75,68615,0
1254459935544483842,18.714689265536723,29007,0
262851272,0.3478260869565217,1878,0
54182296,0.4666666666666667,58225,0
1358383355637555201,19.38133333333333,334,1
67835392,7.153846153846154,36665,0
25444322,519.8620689655172,3430,0
49332897,0.0507772020725388,866,0
2895345258,0.3098591549295774,246429,0
933783945598128130,2.427906976744186,760,0
98362607,1.6224489795918366,3160300,0
2531520463,0.2,118,0
960980526,0.0220264317180616,142,0
2828470096,1.6598639455782314,1150863,0
995039238772154368,22.25862068965517,1722,0
1011777828696625153,32.95280235988201,3911,0
1292235489202728960,1.21078431372549,8356,0
1464668187669237764,0.0681818181818181,312,1
88689155,17.0125786163522,999,0
42595173,1.6724137931034482,1762,0
918440996106416130,1.5,940,0
635171341,0.8636363636363636,44825,0
243447014,0.0395869191049913,2497,0
1096694291500621824,0.0446428571428571,15645,0
51003218,9.205882352941176,21325,0
611394093,0.0588235294117647,1674,1
130839490,0.131578947368421,1366,0
709415928409231360,15.20373831775701,1656,0
1290553602948263936,1.0,277,0
53375482,0.1428571428571428,3062,1
4650111982,0.0119047619047619,669,0
84091971,0.2956521739130435,1751,0
53868814,0.0148698884758364,291,0
50367257,1.950357142857143,108,1
936576290500460544,0.0014836795252225,800,0
1277866565778706433,0.6421052631578947,11980,0
218246836,6.05,2710,0
1401403722094178308,0.1121076233183856,793,1
365886581,0.16,19731,0
2817870914,0.1694915254237288,4175,0
190086283,0.0,891,0
1382213818370039808,0.0390625,2440,1
2995540995,5.173529411764706,836,0
1255482927795834883,1.066453162530024,144748,0
1266960008958246913,0.0682819383259911,547,0
857660684,0.0,8276,1
19762637,0.3270321361058601,102890,0
277085673,0.7777777777777778,828,0
845008742,0.1538461538461538,27,1
5715752,2.2313071543840777,2584474,0
37930051,0.6962843295638126,161772,0
46458101,5.302152932442465,1523,0
1704625526,0.6593406593406593,1158730,0
17803524,0.2427184466019417,220772,0
114508061,1.572490706319703,1880038,0
1100808382137753601,7.677799607072692,3162,0
38647512,1.16875,4269837,0
1305738151705665536,0.1666666666666666,3044,0
75280133,0.0617283950617283,189,0
413514250,45.16358208955224,2393,0
1197017532365803520,4.65,27858,0
334654033,0.0434782608695652,507,0
1463626455858962442,0.7142857142857143,214,1
2774702732,36.164021164021165,3097,0
18970117,0.074074074074074,51586,0
1414195617555881991,0.1012658227848101,592,0
1192986555855429634,0.0666666666666666,2921,0
148552254,0.004,929,0
14836408,0.6153846153846154,3416,0
52730806,0.2666666666666666,7576,0
69186551,1.893617021276596,1464,0
3167089055,1.3333333333333333,431,0
169018518,1.0040567951318458,2120631,0
891398920433262592,0.356043956043956,846,0
2544098874,3.025641025641025,1350,0
1199589757,0.0914285714285714,6337,0
62868276,59.22784810126582,1858,0
23659017,0.2222222222222222,90127,0
44839509,6.4,1260147,0
471672239,38.0,3456929,0
1288653700349571072,0.3885714285714285,3035,0
1355315694997368834,0.0588235294117647,1681,0
18159588,0.1803652968036529,66472,0
71298686,49.69103418619652,633025,0
1375061186,0.0555555555555555,24555,0
3223746900,0.9928366762177652,67585,0
70351584,76.44791666666667,3068,0
161874691,48.05952380952381,2235,0
1211950858746785793,0.3272727272727272,5921,0
14980792,1.8,52954,0
2574642110,0.3023255813953488,3369,1
66317419,0.0,2078,0
43855487,0.978319783197832,2232259,0
291630681,0.1296296296296296,37189,0
366418297,675.7363636363636,321,0
1420599787196280838,0.1764705882352941,4458,1
1000699344,0.7752293577981652,187464,0
1020214551206289408,0.0,958,1
1033839927237206016,1.2016651248843664,698,0
1349039592083759105,1.0,6449,0
197315212,11.570754716981131,624,0
45013575,21.58948137326516,2094870,0
65159946,15.197771587743732,67376,0
164908231,0.1785095320623916,79880,0
1520202720,5.550881953867028,23258,0
140879935,5.625,39946,0
16524428,28.166666666666668,445,0
792319352846426118,5.4,85834,0
256495314,1.4588948787061995,2116949,0
1488664626,0.1,732,0
141584822,0.3418217433888345,85880,0
198093456,0.0181818181818181,1667,0
2227695199,0.8461538461538461,209683,0
2922909269,0.0130505709624796,2019,0
1212669571041124352,2.3705627705627705,9185,0
1255457832692039685,0.0,160,0
1891490382,97.6222183888218,1099667,0
2277848384,0.1428571428571428,12784,0
184827671,0.0526315789473684,120300,0
1119205767842816000,0.8671586715867159,147421,0
1407921593741836289,65.7625,153,0
527736823,10.0,1253,0
1042771875741532163,1.7692307692307692,5911,0
203590668,0.132258064516129,892,0
1254056755056738304,0.3076923076923077,722,0
1390598081956126723,0.1111111111111111,291,0
2985110557,7.559259259259259,3146,0
24969337,4.993670886075949,5723133,0
176742962,1.86292241789624,788,0
803846576,0.1827956989247312,457,0
2985809044,0.4273972602739726,2018,0
933581517833379840,2.275,171,1
4716396463,2.0,2141,0
346406417,0.2345679012345679,940053,0
221638815,0.072463768115942,4354,1
1019714826,0.3150684931506849,1148,0
16185879,68.64437689969606,76844,0
1312627114647138304,0.0144665461121157,52,0
1053005284044500992,129.66666666666666,16581,0
1007295161695645696,0.297951582867784,6534,0
20219994,0.5,4217,1
3837500787,0.2988165680473373,6190,0
47287478,0.0571428571428571,6556,0
1349532325181349891,3.765867418899859,415,0
702056734886481920,0.2857142857142857,23429,0
194399035,0.9269183922046283,333167,0
10207502,38.142857142857146,106253,0
2267964218,0.6934306569343066,19246,0
88957440,0.7111111111111111,404361,0
1050804894133874689,0.1228668941979522,184,1
2236711,7.813043478260869,69033,0
3331851939,47.30769230769231,303691,0
1965578353,7.3076923076923075,1279,0
3065726160,0.0555555555555555,799,0
20950225,6.143283582089552,3365,0
1174335540130279425,0.0243277848911651,4298,0
351507362,0.1120943952802359,23220,0
1461925368969977858,0.0507614213197969,56,1
3227904038,0.0694444444444444,25209,0
884051815,18.27892234548336,459,0
1100927498,6.550724637681159,3669644,0
456729830,0.945945945945946,11635,0
36079217,2.0112994350282487,529140,0
74734292,5.798525798525799,123,0
1397379162,4.0,34248,0
48994714,27.87034035656401,378,0
31985833,0.3,1981,0
1431299911,0.146417445482866,34534,0
761111202541948928,3.987387387387388,166499,0
16580052,6.5498533724340176,13693,0
550382928,9.980582524271844,939,0
93207353,5.815480844409695,6523,0
19140447,0.3349282296650718,390180,0
313300274,0.0606060606060606,3017,0
14656612,0.0522388059701492,5977,0
250058740,0.2216748768472906,104683,0
1224015407432060928,0.2352941176470588,3456,0
1222894323152195586,23.37125748502994,154459,0
749853822139396096,0.035,3005,0
3208594605,2.227272727272727,4435,0
1451171813808091136,0.0,47,0
1425799761458728962,0.0666666666666666,1521,0
47025294,0.1666666666666666,2618,0
537175623,7.594059405940594,172469,0
71593119,2.951515151515152,9969,0
40776090,0.2592592592592592,1538,0
1448298903216984066,6.923143350604491,12225,0
1343188701531267072,0.0,488,0
1325996362756972545,24.23414634146341,78,1
260706920,27.838414634146343,5936,0
1402179928142008322,0.46,653,0
253911923,4.0625,3282,0
904735363570298881,61.74941451990632,6847,0
2354323903,0.1894736842105263,228951,0
93797343,3.1923076923076925,935418,0
721236049427623936,0.508235294117647,5081,0
727580305108938752,0.0201342281879194,3000,0
58945187,31.03717472118959,321274,0
1413075157384577027,0.0207468879668049,1449,1
1439183421050273795,0.2307692307692307,18,0
1282581406762164224,0.1401273885350318,573,0
1442225852532412417,0.0,729,0
1121479590084513799,21.07915567282322,1903,0
2286096249,0.7777777777777778,4923,0
822913722897178624,0.1296296296296296,1671,0
17230082,1.9786924939467312,11676,0
1130728251255508993,0.5714285714285714,7083,0
18991464,0.0,16914,0
1252199186038165509,0.0588235294117647,374,0
1380505616746049539,0.0072463768115942,441,0
1344347193680003073,0.0652173913043478,620,1
7347932,11.00936329588015,9315,0
3880122874,0.765625,3385,1
893305069059403776,0.0068649885583524,314,1
1430371834436878349,0.8870967741935484,21258,0
970605084,1.1875,16221,0
1220227577056387072,2.647058823529412,20031,0
1400363969043329028,1.8,125972,0
739866916613988352,0.1370527592480291,18442,0
18366419,1.6666666666666667,23035,0
1288094364028174337,0.517948717948718,276,0
331617619,2.8487782388197327,1481330,0
4469677392,33.935018050541515,1752,0
26617160,232.05982905982907,3169,0
18186549,0.2033730158730158,70509,0
19499232,0.3671111111111111,1822,0
1241512901904609282,0.05,132,0
288279131,0.0,5329,0
2388790596,0.9733333333333334,7738,0
1127312545243717632,0.1066846725185685,391,1
728318383800909828,0.0171981368685059,3681,0
90565865,0.0769230769230769,25715,0
167419922,0.3876040703052729,5343,0
979690486872051712,0.1328413284132841,1767,0
384715671,0.5389830508474577,25457,0
1278549866042363905,0.4375,1840,0
440691898,17.645061728395063,21933,0
836856888574816256,0.0909090909090909,2305,0
1324047432901152770,0.8181818181818182,220,0
4833269817,33.21978021978022,1456,0
634675590,0.0117647058823529,454,0
1475121516341829638,0.6832116788321168,765,1
2260128516,2.4498567335243555,10898,0
65579025,1.12,794009,0
481506036,1.4915254237288136,16287,0
2332557660,0.691358024691358,15976,0
1003350985811615744,0.0762711864406779,2198,0
1005738156665106433,0.1538461538461538,11392,0
1022324783428526080,0.5151515151515151,185898,0
1309348784330031104,0.0227272727272727,481,1
1225793633342935043,0.7704918032786885,16454,0
262953230,45.151315789473685,20530,0
1092068762097016833,18.40266875981162,2604,0
153441197,1.125,1420,0
80895456,3.037313432835821,33154,0
55660696,0.8837209302325582,1678425,0
93601636,0.5584687991609858,2233,0
3362160970,43.97308781869688,46513,0
253020963,8.779548472775565,166220,0
212758794,0.1206896551724138,147,0
1485924540958277632,0.0,49,0
710919779507380224,0.5868580060422961,1259,0
2885573171,2.953405017921147,64716,0
579264682,15.96341463414634,4976,0
188376648,1.90032154340836,22437,0
42290868,8.157142857142857,86561,0
1159813805951635458,0.073394495412844,2466,0
741677155214561280,134.39346696362287,4064,0
884039881688743936,4.772151898734177,961,0
793307030,0.0909090909090909,1127,0
2363254081,0.3823529411764705,14476,0
1434103281975009280,0.0,251,0
1316226001,104.28776978417268,527,0
393209542,30.5,2212,0
757325874010128389,0.4155844155844156,1920,0
18668392,0.0134529147982062,3803,0
1466120469573218310,31.142241379310345,4215,0
77696645,0.2313043478260869,1548930,0
597517815,3.4785346307956497,74638,0
3130745716,0.2562358276643991,4716,0
437371731,0.0,358,0
2321365020,0.0,17871,0
1418853771241721857,0.146788990825688,225,0
255690491,13.674565560821485,20565,0
85878812,4.733333333333333,43196,0
3092210625,30.669014084507044,575,0
3029663056,0.5,993,0
576061470,7.057894736842106,4790,0
63115240,0.2105263157894736,2548,0
19494255,0.1,4122,0
400630125,0.1391509433962264,25186,0
1349832824334000129,0.1034172661870503,15721,0
20770625,0.1188811188811188,6522,0
1405734702330257412,154.23809523809524,229,0
38098415,0.02803738317757,123,1
930075185121808384,18.25179856115108,51195,0
2763305468,4.561643835616438,2395,0
817314182055993344,0.5580246913580247,3231,0
43534995,0.7453874538745388,845891,0
60838339,0.0666666666666666,768,0
1397189168531398664,1.361069836552749,4966,0
971693610449203200,3.4390243902439024,6520,0
1427939494083366915,0.1861042183622828,427,1
27280886,0.2485875706214689,120336,0
149030786,3.401759530791789,314991,0
581972052,0.1176470588235294,9531,0
103674346,134.0493827160494,12247,0
437774410,0.4375,16584,0
1342002914,1.0259067357512954,2972,0
6831142,0.3289473684210526,70339,0
3471109580,0.2083333333333333,14011,0
52710136,4.729559748427673,26160,0
65177237,0.0798122065727699,13291,0
44869225,0.125,19501,0
1313427482574454784,0.9090909090909092,1329,0
389485282,0.0657894736842105,1631,0
36271552,1.6666666666666667,40671,0
1243514988590804992,0.1111111111111111,505,0
81081065,0.28125,40780,0
866916693288787969,0.2795698924731182,11930,0
1194618149603176454,0.430379746835443,10889,0
4913397721,0.0144927536231884,327,1
623118366,0.4042553191489361,1126,0
43317911,1.7656675749318802,201741,0
1639962966,0.0,262,0
9294762,0.5555555555555556,108583,0
1350851479045877763,0.7524339360222532,13401,0
1463396132671746050,0.8434163701067615,2315,1
600234980,31.21587301587301,2374,0
415436105,0.8888888888888888,56211,0
783046681,2.59723301725478,1284,0
50279201,93.5,78242,0
326625485,0.1904761904761904,39576,0
864610968,6.191332547169812,11808,0
925745254648696832,14.875358166189113,3382,0
60017224,0.1684296175752644,83244,0
898453457409114112,11.207062600321027,7415,0
4016393199,111.88709677419357,637,0
496193039,12.046305418719212,353,0
21433480,0.3937282229965156,5506,0
948117051046006784,0.75,1412,1
840633267284000769,3.145454545454545,12943,0
1304709794679455745,12.22872340425532,217,0
2423537112,48.65408805031446,1421,0
2569459130,0.7076923076923077,289,0
946698502171750401,22.952959028831565,15350,0
1880734129,0.1428571428571428,6002,0
404115840,1.8387096774193548,10385,0
1251752192417071104,1.3963963963963963,5064,0
277438010,2.849056603773585,11812,0
1170071269062168576,638.0833333333334,19055,0
726721856749842436,11.68867924528302,13228,0
577535976,1.5892857142857142,891,0
262554664,28.917505030181086,8286,0
49046312,12.715116279069768,1152,0
57774733,6.297154899894626,1261,0
728025157,0.5138888888888888,2766,0
18720978,4.131147540983607,31118,0
1274601578633351168,5.62539184952978,159,1
956171191,61.06993006993007,90084,0
222394250,0.0480109739368998,238557,0
35715488,48.37974683544304,614,0
1007242979344388096,10.0,9964,0
337554845,223.33828996282529,6388,0
248505587,0.2430997876857749,9005,0
1371487234621325314,0.2857142857142857,3125,0
390340887,6.367088607594937,6254,0
1376852185,3.6557377049180326,80881,0
526530582,1.163975155279503,155917,0
40433343,4.859513930053349,1470,1
59626710,1.0,34910,0
1281240837897121794,0.3480209111277072,1265,0
1433304133,0.5018518518518519,11063,0
750216409553264644,162.8041237113402,3015,0
78567974,1.3476599808978031,108759,0
955346183504842753,0.145985401459854,46,0
727931684751089664,0.25,2851,0
775175696645623808,7.661885245901639,148211,0
1529421373,0.0225988700564971,2951,0
