userid,totaltweets,following,followers,followers_following_ratio,avg_retweetcount,avg_words_per_tweet,daily_tweet_count,unique_language_count,Max_tweets_in_1hr,label
411751,0,0,9390,0,75,0,0,0,0,1
137301,0,0,8340,0,98,0,0,0,0,1
125824,0,0,9534,0,99,0,0,0,0,1
230713,0,0,3417,0,81,0,0,0,0,1
350262,0,0,2549,0,68,0,0,0,0,1
448745,0,0,1997,0,85,0,0,0,0,1
264930,0,0,8449,0,20,0,0,0,0,1
295962,0,0,3531,0,58,0,0,0,0,1
883812,0,0,7866,0,9,0,0,0,0,1
175778,0,0,7913,0,32,0,0,0,0,1
739509,0,0,6589,0,21,0,0,0,0,1
352467,0,0,3135,0,31,0,0,0,0,1
924928,0,0,7450,0,32,0,0,0,0,1
770550,0,0,427,0,70,0,0,0,0,1
706620,0,0,6910,0,6,0,0,0,0,1
884984,0,0,982,0,24,0,0,0,0,1
779477,0,0,9032,0,71,0,0,0,0,1
955692,0,0,6226,0,58,0,0,0,0,1
210978,0,0,5679,0,36,0,0,0,0,1
408959,0,0,9316,0,8,0,0,0,0,1
581656,0,0,7540,0,33,0,0,0,0,1
854428,0,0,5797,0,9,0,0,0,0,1
190536,0,0,3627,0,77,0,0,0,0,1
525773,0,0,3089,0,49,0,0,0,0,1
557937,0,0,574,0,84,0,0,0,0,1
446231,0,0,4307,0,90,0,0,0,0,1
322173,0,0,6275,0,0,0,0,0,0,1
405894,0,0,6108,0,47,0,0,0,0,1
288752,0,0,5754,0,12,0,0,0,0,1
849948,0,0,4499,0,34,0,0,0,0,1
594078,0,0,8993,0,76,0,0,0,0,1
509105,0,0,9658,0,61,0,0,0,0,1
615650,0,0,2598,0,4,0,0,0,0,1
137522,0,0,6186,0,54,0,0,0,0,1
821332,0,0,3243,0,99,0,0,0,0,1
298228,0,0,2431,0,35,0,0,0,0,1
402686,0,0,1402,0,63,0,0,0,0,1
763528,0,0,2861,0,24,0,0,0,0,1
127823,0,0,4445,0,24,0,0,0,0,1
741842,0,0,5119,0,50,0,0,0,0,1
365220,0,0,7964,0,80,0,0,0,0,1
107175,0,0,7575,0,48,0,0,0,0,1
338900,0,0,9654,0,12,0,0,0,0,1
235358,0,0,526,0,10,0,0,0,0,1
726086,0,0,6055,0,8,0,0,0,0,1
402385,0,0,9739,0,69,0,0,0,0,1
218335,0,0,2014,0,62,0,0,0,0,1
920999,0,0,6011,0,47,0,0,0,0,1
762222,0,0,333,0,2,0,0,0,0,1
478738,0,0,5708,0,77,0,0,0,0,1
883802,0,0,7900,0,33,0,0,0,0,1
748715,0,0,8617,0,98,0,0,0,0,1
998015,0,0,2733,0,72,0,0,0,0,1
850186,0,0,6851,0,82,0,0,0,0,1
245425,0,0,4184,0,75,0,0,0,0,1
761735,0,0,8419,0,62,0,0,0,0,1
254964,0,0,2496,0,13,0,0,0,0,1
701843,0,0,3755,0,91,0,0,0,0,1
920321,0,0,6397,0,87,0,0,0,0,1
624862,0,0,4765,0,69,0,0,0,0,1
523998,0,0,1318,0,16,0,0,0,0,1
220541,0,0,4646,0,81,0,0,0,0,1
509951,0,0,4262,0,30,0,0,0,0,1
669410,0,0,4630,0,30,0,0,0,0,1
818050,0,0,5118,0,12,0,0,0,0,1
175860,0,0,7115,0,21,0,0,0,0,1
657212,0,0,2108,0,67,0,0,0,0,1
360564,0,0,2978,0,89,0,0,0,0,1
606330,0,0,3141,0,64,0,0,0,0,1
260412,0,0,7989,0,36,0,0,0,0,1
383798,0,0,3960,0,56,0,0,0,0,1
396354,0,0,3540,0,19,0,0,0,0,1
297877,0,0,2253,0,89,0,0,0,0,1
148035,0,0,8267,0,81,0,0,0,0,1
494473,0,0,5497,0,29,0,0,0,0,1
892815,0,0,2180,0,0,0,0,0,0,1
932300,0,0,725,0,29,0,0,0,0,1
632029,0,0,3373,0,29,0,0,0,0,1
852084,0,0,9679,0,81,0,0,0,0,1
547773,0,0,545,0,36,0,0,0,0,1
732577,0,0,8563,0,76,0,0,0,0,1
101730,0,0,2122,0,70,0,0,0,0,1
293994,0,0,5041,0,40,0,0,0,0,1
723346,0,0,2399,0,100,0,0,0,0,1
750104,0,0,8680,0,69,0,0,0,0,1
178447,0,0,369,0,13,0,0,0,0,1
759768,0,0,3559,0,64,0,0,0,0,1
635204,0,0,4098,0,49,0,0,0,0,1
476129,0,0,5664,0,3,0,0,0,0,1
537752,0,0,8256,0,75,0,0,0,0,1
292042,0,0,4440,0,80,0,0,0,0,1
874035,0,0,2626,0,7,0,0,0,0,1
725007,0,0,3395,0,23,0,0,0,0,1
852219,0,0,4587,0,55,0,0,0,0,1
546098,0,0,1492,0,58,0,0,0,0,1
967707,0,0,6588,0,96,0,0,0,0,1
726685,0,0,9648,0,73,0,0,0,0,1
618715,0,0,564,0,66,0,0,0,0,1
495666,0,0,1307,0,100,0,0,0,0,1
898808,0,0,77,0,44,0,0,0,0,1
175437,0,0,5690,0,28,0,0,0,0,1
773087,0,0,7669,0,50,0,0,0,0,1
318473,0,0,4232,0,96,0,0,0,0,1
375576,0,0,39,0,10,0,0,0,0,1
807115,0,0,5919,0,0,0,0,0,0,1
387461,0,0,7644,0,83,0,0,0,0,1
430341,0,0,326,0,26,0,0,0,0,1
527780,0,0,6521,0,14,0,0,0,0,1
216291,0,0,5172,0,99,0,0,0,0,1
971564,0,0,4049,0,37,0,0,0,0,1
306948,0,0,6387,0,69,0,0,0,0,1
662385,0,0,4325,0,31,0,0,0,0,1
226822,0,0,1445,0,42,0,0,0,0,1
553260,0,0,1728,0,78,0,0,0,0,1
808295,0,0,4486,0,11,0,0,0,0,1
606186,0,0,9608,0,14,0,0,0,0,1
900823,0,0,4362,0,4,0,0,0,0,1
688714,0,0,1925,0,83,0,0,0,0,1
811907,0,0,3941,0,60,0,0,0,0,1
462927,0,0,1518,0,49,0,0,0,0,1
187312,0,0,6186,0,1,0,0,0,0,1
898367,0,0,6380,0,52,0,0,0,0,1
592947,0,0,469,0,96,0,0,0,0,1
662902,0,0,4027,0,73,0,0,0,0,1
292291,0,0,5335,0,53,0,0,0,0,1
599097,0,0,4865,0,68,0,0,0,0,1
474469,0,0,4971,0,22,0,0,0,0,1
414321,0,0,6088,0,85,0,0,0,0,1
434290,0,0,3994,0,68,0,0,0,0,1
610335,0,0,4862,0,11,0,0,0,0,1
311292,0,0,4318,0,85,0,0,0,0,1
210713,0,0,7051,0,36,0,0,0,0,1
551222,0,0,1313,0,13,0,0,0,0,1
390356,0,0,6336,0,66,0,0,0,0,1
515720,0,0,9631,0,60,0,0,0,0,1
953818,0,0,6101,0,38,0,0,0,0,1
287089,0,0,4346,0,23,0,0,0,0,1
879736,0,0,9688,0,41,0,0,0,0,1
965162,0,0,8724,0,0,0,0,0,0,1
589161,0,0,8296,0,31,0,0,0,0,1
452071,0,0,8222,0,63,0,0,0,0,1
600172,0,0,5509,0,79,0,0,0,0,1
378564,0,0,9967,0,86,0,0,0,0,1
789019,0,0,4991,0,9,0,0,0,0,1
231991,0,0,3218,0,79,0,0,0,0,1
354887,0,0,7799,0,86,0,0,0,0,1
585355,0,0,5765,0,77,0,0,0,0,1
561364,0,0,5105,0,50,0,0,0,0,1
717226,0,0,2427,0,84,0,0,0,0,1
741471,0,0,2159,0,90,0,0,0,0,1
362156,0,0,9028,0,57,0,0,0,0,1
566065,0,0,6047,0,89,0,0,0,0,1
496690,0,0,321,0,22,0,0,0,0,1
665981,0,0,1719,0,48,0,0,0,0,1
526457,0,0,3379,0,11,0,0,0,0,1
964688,0,0,6541,0,54,0,0,0,0,1
330665,0,0,5547,0,83,0,0,0,0,1
860675,0,0,8648,0,53,0,0,0,0,1
349947,0,0,9756,0,66,0,0,0,0,1
154764,0,0,2381,0,18,0,0,0,0,1
130688,0,0,4464,0,50,0,0,0,0,1
430044,0,0,5647,0,5,0,0,0,0,1
883727,0,0,7569,0,79,0,0,0,0,1
550541,0,0,6579,0,33,0,0,0,0,1
638586,0,0,9502,0,17,0,0,0,0,1
150537,0,0,483,0,97,0,0,0,0,1
161838,0,0,7886,0,33,0,0,0,0,1
636614,0,0,9017,0,79,0,0,0,0,1
137791,0,0,8226,0,41,0,0,0,0,1
112401,0,0,3318,0,2,0,0,0,0,1
295901,0,0,6829,0,90,0,0,0,0,1
390676,0,0,7713,0,53,0,0,0,0,1
967163,0,0,2759,0,3,0,0,0,0,1
898575,0,0,8155,0,35,0,0,0,0,1
533789,0,0,1800,0,26,0,0,0,0,1
514829,0,0,9495,0,41,0,0,0,0,1
270830,0,0,4537,0,33,0,0,0,0,1
564008,0,0,781,0,69,0,0,0,0,1
980368,0,0,4601,0,28,0,0,0,0,1
922048,0,0,2210,0,37,0,0,0,0,1
638214,0,0,3361,0,38,0,0,0,0,1
157763,0,0,1930,0,47,0,0,0,0,1
294196,0,0,1980,0,56,0,0,0,0,1
921219,0,0,4851,0,94,0,0,0,0,1
193285,0,0,9911,0,95,0,0,0,0,1
523785,0,0,784,0,46,0,0,0,0,1
210427,0,0,349,0,63,0,0,0,0,1
994943,0,0,2335,0,46,0,0,0,0,1
923759,0,0,2395,0,38,0,0,0,0,1
181790,0,0,2184,0,67,0,0,0,0,1
747786,0,0,3560,0,96,0,0,0,0,1
842678,0,0,6653,0,53,0,0,0,0,1
749940,0,0,3362,0,60,0,0,0,0,1
634673,0,0,6140,0,21,0,0,0,0,1
689507,0,0,9353,0,91,0,0,0,0,1
564675,0,0,1314,0,87,0,0,0,0,1
357657,0,0,7282,0,29,0,0,0,0,1
515018,0,0,4931,0,69,0,0,0,0,1
522882,0,0,3055,0,94,0,0,0,0,1
117610,0,0,3306,0,67,0,0,0,0,1
150933,0,0,1874,0,35,0,0,0,0,1
713805,0,0,2331,0,0,0,0,0,0,1
953709,0,0,9412,0,24,0,0,0,0,1
637898,0,0,2405,0,70,0,0,0,0,1
736427,0,0,190,0,60,0,0,0,0,1
952211,0,0,1494,0,94,0,0,0,0,1
832241,0,0,7171,0,89,0,0,0,0,1
457792,0,0,1391,0,67,0,0,0,0,1
289867,0,0,7479,0,30,0,0,0,0,1
248842,0,0,3312,0,9,0,0,0,0,1
173186,0,0,5507,0,32,0,0,0,0,1
682303,0,0,2518,0,28,0,0,0,0,1
682208,0,0,7027,0,17,0,0,0,0,1
100173,0,0,4797,0,40,0,0,0,0,1
928272,0,0,3512,0,67,0,0,0,0,1
236992,0,0,9549,0,5,0,0,0,0,1
303342,0,0,4924,0,68,0,0,0,0,1
536773,0,0,2094,0,82,0,0,0,0,1
401248,0,0,3986,0,27,0,0,0,0,1
416702,0,0,8424,0,62,0,0,0,0,1
676683,0,0,1179,0,68,0,0,0,0,1
290372,0,0,2359,0,53,0,0,0,0,1
776003,0,0,1489,0,89,0,0,0,0,1
851037,0,0,1936,0,49,0,0,0,0,1
511091,0,0,3776,0,74,0,0,0,0,1
238009,0,0,2220,0,83,0,0,0,0,1
233267,0,0,8698,0,20,0,0,0,0,1
556588,0,0,2376,0,63,0,0,0,0,1
482629,0,0,4808,0,81,0,0,0,0,1
731578,0,0,5933,0,32,0,0,0,0,1
730454,0,0,2307,0,79,0,0,0,0,1
361275,0,0,3539,0,39,0,0,0,0,1
909824,0,0,8644,0,86,0,0,0,0,1
475244,0,0,445,0,72,0,0,0,0,1
940591,0,0,3499,0,65,0,0,0,0,1
326645,0,0,3172,0,29,0,0,0,0,1
491974,0,0,5158,0,100,0,0,0,0,1
450426,0,0,1512,0,10,0,0,0,0,1
844706,0,0,1232,0,83,0,0,0,0,1
559260,0,0,5288,0,20,0,0,0,0,1
972962,0,0,6777,0,19,0,0,0,0,1
898670,0,0,9813,0,69,0,0,0,0,1
691531,0,0,8410,0,75,0,0,0,0,1
812222,0,0,1674,0,36,0,0,0,0,1
795769,0,0,9660,0,22,0,0,0,0,1
443896,0,0,8587,0,90,0,0,0,0,1
868006,0,0,5988,0,48,0,0,0,0,1
902891,0,0,2821,0,64,0,0,0,0,1
116097,0,0,8425,0,81,0,0,0,0,1
596383,0,0,2250,0,56,0,0,0,0,1
148188,0,0,2307,0,79,0,0,0,0,1
696827,0,0,4884,0,4,0,0,0,0,1
111398,0,0,6410,0,87,0,0,0,0,1
513867,0,0,211,0,10,0,0,0,0,1
637473,0,0,2223,0,27,0,0,0,0,1
267739,0,0,4962,0,39,0,0,0,0,1
177001,0,0,8661,0,42,0,0,0,0,1
432032,0,0,233,0,5,0,0,0,0,1
712677,0,0,428,0,55,0,0,0,0,1
856241,0,0,5346,0,91,0,0,0,0,1
507600,0,0,2254,0,11,0,0,0,0,1
647825,0,0,150,0,1,0,0,0,0,1
352977,0,0,2724,0,7,0,0,0,0,1
582262,0,0,630,0,41,0,0,0,0,1
512232,0,0,1660,0,7,0,0,0,0,1
589117,0,0,9623,0,93,0,0,0,0,1
516083,0,0,9890,0,33,0,0,0,0,1
516912,0,0,6720,0,87,0,0,0,0,1
951627,0,0,4613,0,94,0,0,0,0,1
856434,0,0,4494,0,74,0,0,0,0,1
954313,0,0,1720,0,72,0,0,0,0,1
851197,0,0,4411,0,9,0,0,0,0,1
171683,0,0,9592,0,27,0,0,0,0,1
762884,0,0,3129,0,86,0,0,0,0,1
179720,0,0,5655,0,31,0,0,0,0,1
481074,0,0,3692,0,64,0,0,0,0,1
703320,0,0,8748,0,8,0,0,0,0,1
509456,0,0,4988,0,100,0,0,0,0,1
837179,0,0,5383,0,31,0,0,0,0,1
798481,0,0,9698,0,66,0,0,0,0,1
317030,0,0,8964,0,39,0,0,0,0,1
892034,0,0,8965,0,77,0,0,0,0,1
432170,0,0,6299,0,58,0,0,0,0,1
380173,0,0,6344,0,33,0,0,0,0,1
344035,0,0,3572,0,15,0,0,0,0,1
718149,0,0,7948,0,69,0,0,0,0,1
808775,0,0,9160,0,73,0,0,0,0,1
523219,0,0,7072,0,100,0,0,0,0,1
220158,0,0,624,0,78,0,0,0,0,1
988776,0,0,7273,0,70,0,0,0,0,1
995697,0,0,143,0,37,0,0,0,0,1
638751,0,0,3958,0,53,0,0,0,0,1
800102,0,0,4050,0,100,0,0,0,0,1
368042,0,0,7510,0,76,0,0,0,0,1
144494,0,0,2972,0,29,0,0,0,0,1
100732,0,0,6536,0,88,0,0,0,0,1
866324,0,0,7413,0,89,0,0,0,0,1
606423,0,0,4419,0,14,0,0,0,0,1
955688,0,0,2008,0,79,0,0,0,0,1
591670,0,0,887,0,40,0,0,0,0,1
736358,0,0,3668,0,77,0,0,0,0,1
179085,0,0,1704,0,54,0,0,0,0,1
346579,0,0,93,0,38,0,0,0,0,1
933065,0,0,6680,0,54,0,0,0,0,1
208052,0,0,9221,0,9,0,0,0,0,1
832240,0,0,5429,0,86,0,0,0,0,1
364906,0,0,2803,0,30,0,0,0,0,1
728154,0,0,2412,0,59,0,0,0,0,1
371397,0,0,1026,0,25,0,0,0,0,1
928375,0,0,9005,0,100,0,0,0,0,1
200686,0,0,3362,0,70,0,0,0,0,1
651266,0,0,7012,0,6,0,0,0,0,1
201095,0,0,8701,0,8,0,0,0,0,1
