userid,avg_retweetcount,followers,label
188885,44,584,1
613988,57,415,1
461236,73,8651,1
181086,57,1901,1
370377,10,7736,1
721228,26,1105,1
822139,33,7108,1
914910,82,920,1
862683,84,9346,1
196082,24,1531,1
232586,80,1584,1
444735,85,8973,1
258691,27,6983,1
615496,28,2534,1
431694,23,758,1
795761,81,5255,1
499577,71,3315,1
922150,49,5652,1
771303,17,3523,1
669216,89,1170,1
655211,77,5806,1
519195,18,4684,1
116788,8,562,1
729200,6,506,1
228393,45,5879,1
746001,56,9388,1
490242,15,4669,1
668918,63,2689,1
376082,3,4355,1
549583,14,4682,1
905648,65,7720,1
312544,28,4047,1
671171,49,6352,1
724354,3,5587,1
334925,53,9654,1
220745,42,9735,1
191464,3,9382,1
735094,83,7493,1
186741,71,4525,1
872064,57,9853,1
540635,25,382,1
700820,93,4165,1
592470,47,6942,1
101369,41,3998,1
710673,95,6974,1
806388,28,7319,1
838218,33,5680,1
410521,14,8763,1
446196,11,5433,1
901261,44,3505,1
509985,64,7906,1
135797,17,8044,1
838556,31,7151,1
779216,77,8467,1
671950,20,4363,1
912121,92,1377,1
711180,100,1285,1
465001,40,4669,1
371918,31,5620,1
860963,42,7194,1
881276,33,5083,1
147182,67,8304,1
654943,23,8134,1
698447,76,1846,1
699161,11,1012,1
559951,95,2549,1
671695,12,8772,1
411751,75,9390,1
137301,98,8340,1
125824,99,9534,1
230713,81,3417,1
350262,68,2549,1
448745,85,1997,1
264930,20,8449,1
295962,58,3531,1
883812,9,7866,1
175778,32,7913,1
739509,21,6589,1
352467,31,3135,1
924928,32,7450,1
770550,70,427,1
706620,6,6910,1
884984,24,982,1
779477,71,9032,1
955692,58,6226,1
210978,36,5679,1
408959,8,9316,1
581656,33,7540,1
854428,9,5797,1
190536,77,3627,1
525773,49,3089,1
557937,84,574,1
446231,90,4307,1
322173,0,6275,1
405894,47,6108,1
288752,12,5754,1
849948,34,4499,1
594078,76,8993,1
509105,61,9658,1
615650,4,2598,1
137522,54,6186,1
821332,99,3243,1
298228,35,2431,1
402686,63,1402,1
763528,24,2861,1
127823,24,4445,1
741842,50,5119,1
365220,80,7964,1
107175,48,7575,1
338900,12,9654,1
235358,10,526,1
726086,8,6055,1
402385,69,9739,1
218335,62,2014,1
920999,47,6011,1
762222,2,333,1
478738,77,5708,1
883802,33,7900,1
748715,98,8617,1
998015,72,2733,1
850186,82,6851,1
245425,75,4184,1
761735,62,8419,1
254964,13,2496,1
701843,91,3755,1
920321,87,6397,1
624862,69,4765,1
523998,16,1318,1
220541,81,4646,1
509951,30,4262,1
669410,30,4630,1
818050,12,5118,1
175860,21,7115,1
657212,67,2108,1
360564,89,2978,1
606330,64,3141,1
260412,36,7989,1
383798,56,3960,1
396354,19,3540,1
297877,89,2253,1
148035,81,8267,1
494473,29,5497,1
892815,0,2180,1
932300,29,725,1
632029,29,3373,1
852084,81,9679,1
547773,36,545,1
732577,76,8563,1
101730,70,2122,1
293994,40,5041,1
723346,100,2399,1
750104,69,8680,1
178447,13,369,1
759768,64,3559,1
635204,49,4098,1
476129,3,5664,1
537752,75,8256,1
292042,80,4440,1
874035,7,2626,1
725007,23,3395,1
852219,55,4587,1
546098,58,1492,1
967707,96,6588,1
726685,73,9648,1
618715,66,564,1
495666,100,1307,1
898808,44,77,1
175437,28,5690,1
773087,50,7669,1
318473,96,4232,1
375576,10,39,1
807115,0,5919,1
387461,83,7644,1
430341,26,326,1
527780,14,6521,1
216291,99,5172,1
971564,37,4049,1
306948,69,6387,1
662385,31,4325,1
226822,42,1445,1
553260,78,1728,1
808295,11,4486,1
606186,14,9608,1
900823,4,4362,1
688714,83,1925,1
811907,60,3941,1
462927,49,1518,1
187312,1,6186,1
898367,52,6380,1
592947,96,469,1
662902,73,4027,1
292291,53,5335,1
599097,68,4865,1
474469,22,4971,1
414321,85,6088,1
434290,68,3994,1
610335,11,4862,1
311292,85,4318,1
210713,36,7051,1
551222,13,1313,1
390356,66,6336,1
515720,60,9631,1
953818,38,6101,1
287089,23,4346,1
879736,41,9688,1
965162,0,8724,1
589161,31,8296,1
452071,63,8222,1
600172,79,5509,1
378564,86,9967,1
789019,9,4991,1
231991,79,3218,1
354887,86,7799,1
585355,77,5765,1
561364,50,5105,1
717226,84,2427,1
741471,90,2159,1
362156,57,9028,1
566065,89,6047,1
496690,22,321,1
665981,48,1719,1
526457,11,3379,1
964688,54,6541,1
330665,83,5547,1
860675,53,8648,1
349947,66,9756,1
154764,18,2381,1
130688,50,4464,1
430044,5,5647,1
883727,79,7569,1
550541,33,6579,1
638586,17,9502,1
150537,97,483,1
161838,33,7886,1
636614,79,9017,1
137791,41,8226,1
112401,2,3318,1
295901,90,6829,1
390676,53,7713,1
967163,3,2759,1
898575,35,8155,1
533789,26,1800,1
514829,41,9495,1
270830,33,4537,1
564008,69,781,1
980368,28,4601,1
922048,37,2210,1
638214,38,3361,1
157763,47,1930,1
294196,56,1980,1
921219,94,4851,1
193285,95,9911,1
523785,46,784,1
210427,63,349,1
994943,46,2335,1
923759,38,2395,1
181790,67,2184,1
747786,96,3560,1
842678,53,6653,1
749940,60,3362,1
634673,21,6140,1
689507,91,9353,1
564675,87,1314,1
357657,29,7282,1
515018,69,4931,1
522882,94,3055,1
117610,67,3306,1
150933,35,1874,1
713805,0,2331,1
953709,24,9412,1
637898,70,2405,1
736427,60,190,1
952211,94,1494,1
832241,89,7171,1
457792,67,1391,1
289867,30,7479,1
248842,9,3312,1
173186,32,5507,1
682303,28,2518,1
682208,17,7027,1
100173,40,4797,1
928272,67,3512,1
236992,5,9549,1
303342,68,4924,1
536773,82,2094,1
401248,27,3986,1
416702,62,8424,1
676683,68,1179,1
290372,53,2359,1
776003,89,1489,1
851037,49,1936,1
511091,74,3776,1
238009,83,2220,1
233267,20,8698,1
556588,63,2376,1
482629,81,4808,1
731578,32,5933,1
730454,79,2307,1
361275,39,3539,1
909824,86,8644,1
475244,72,445,1
940591,65,3499,1
326645,29,3172,1
491974,100,5158,1
450426,10,1512,1
844706,83,1232,1
559260,20,5288,1
972962,19,6777,1
898670,69,9813,1
691531,75,8410,1
812222,36,1674,1
795769,22,9660,1
443896,90,8587,1
868006,48,5988,1
902891,64,2821,1
116097,81,8425,1
596383,56,2250,1
148188,79,2307,1
696827,4,4884,1
111398,87,6410,1
513867,10,211,1
637473,27,2223,1
267739,39,4962,1
177001,42,8661,1
432032,5,233,1
712677,55,428,1
856241,91,5346,1
507600,11,2254,1
647825,1,150,1
352977,7,2724,1
582262,41,630,1
512232,7,1660,1
589117,93,9623,1
516083,33,9890,1
516912,87,6720,1
951627,94,4613,1
856434,74,4494,1
954313,72,1720,1
851197,9,4411,1
171683,27,9592,1
762884,86,3129,1
179720,31,5655,1
481074,64,3692,1
703320,8,8748,1
509456,100,4988,1
837179,31,5383,1
798481,66,9698,1
317030,39,8964,1
892034,77,8965,1
432170,58,6299,1
380173,33,6344,1
344035,15,3572,1
718149,69,7948,1
808775,73,9160,1
523219,100,7072,1
220158,78,624,1
988776,70,7273,1
995697,37,143,1
638751,53,3958,1
800102,100,4050,1
368042,76,7510,1
144494,29,2972,1
100732,88,6536,1
866324,89,7413,1
606423,14,4419,1
955688,79,2008,1
591670,40,887,1
736358,77,3668,1
179085,54,1704,1
346579,38,93,1
933065,54,6680,1
208052,9,9221,1
832240,86,5429,1
364906,30,2803,1
728154,59,2412,1
371397,25,1026,1
928375,100,9005,1
200686,70,3362,1
651266,6,7012,1
201095,8,8701,1
640709,68,4032,1
477036,79,7880,1
285838,6,9053,1
374999,75,6067,1
869697,14,1608,1
207786,87,574,1
810129,7,7803,1
666375,43,5941,1
354535,11,1281,1
582007,49,3945,1
228873,80,9453,1
961494,44,4164,1
237433,94,6965,1
551112,53,1533,1
496567,2,192,1
722137,52,2148,1
129544,40,9824,1
215275,82,4356,1
634010,35,5684,1
243247,34,5970,1
376566,30,6106,1
496144,89,3191,1
778146,85,5250,1
792617,10,1988,1
640355,29,6888,1
613310,64,9126,1
545308,76,9783,1
506069,86,9004,1
281713,30,3952,1
268868,63,7165,1
293170,80,727,1
201375,2,6753,1
426110,25,6270,1
580436,84,1707,1
563519,21,5243,1
251603,7,1427,1
124524,77,5010,1
975710,67,9771,1
828032,14,2464,1
606112,39,9796,1
146365,93,800,1
319012,50,4038,1
115080,38,5129,1
201545,32,3748,1
762379,85,1199,1
416058,21,9060,1
801140,73,6458,1
687213,44,5750,1
235191,7,1931,1
845085,21,5213,1
961702,29,5305,1
380352,19,604,1
167979,14,1454,1
184158,79,5423,1
798092,75,155,1
388196,30,653,1
143605,61,8704,1
861886,4,6869,1
685540,29,442,1
639858,33,8607,1
663346,3,6792,1
192405,15,8642,1
424203,72,2117,1
791512,72,8983,1
346116,30,4155,1
266632,100,5724,1
994706,33,5517,1
238658,73,220,1
760924,47,5579,1
832471,11,1657,1
529357,64,2720,1
198852,63,4020,1
874314,48,1399,1
221930,94,771,1
121912,51,6416,1
258111,98,4674,1
721203,63,6177,1
910977,100,9883,1
983388,39,3388,1
664297,72,1131,1
561944,44,8922,1
831446,66,6338,1
128826,2,5978,1
294884,9,2401,1
130493,5,3812,1
847629,80,7784,1
876615,86,6764,1
766139,85,1975,1
553976,88,472,1
778484,87,4019,1
796052,80,7814,1
859766,100,2747,1
778545,11,3439,1
159290,80,7984,1
433366,31,5378,1
845073,97,4023,1
183886,74,1512,1
622605,60,1592,1
857226,87,6364,1
684422,78,9200,1
730256,53,4727,1
656579,90,9140,1
134536,17,3766,1
140411,53,2697,1
807211,10,5677,1
873601,78,4694,1
279449,51,9431,1
589465,48,6955,1
859291,25,6543,1
322222,31,8180,1
935652,54,4235,1
897448,33,706,1
856879,22,3032,1
663388,54,1019,1
723029,75,3112,1
317768,91,1784,1
826587,12,8424,1
595457,42,6252,1
377469,77,4414,1
568558,60,6655,1
309253,73,6025,1
663737,83,2999,1
523840,27,1981,1
945977,16,283,1
444826,16,5121,1
661824,0,3741,1
957434,20,7581,1
728039,26,2068,1
826133,6,8198,1
321874,73,5554,1
430010,17,9941,1
214035,45,5184,1
834933,35,7006,1
810797,60,3979,1
784058,97,7276,1
166114,79,3552,1
590484,46,6557,1
486125,27,7425,1
717911,8,3423,1
375419,76,7484,1
576430,21,3011,1
614486,66,5829,1
231762,73,7890,1
981079,93,688,1
152855,57,7886,1
421133,76,2201,1
655157,86,3398,1
415730,11,6886,1
596704,66,305,1
201418,21,4570,1
260040,26,2271,1
631867,5,2462,1
932168,90,2232,1
898269,35,9746,1
503376,68,9880,1
772900,54,4836,1
425935,66,532,1
499561,63,4220,1
153125,2,2747,1
905605,15,2396,1
163422,30,8215,1
798783,96,8476,1
915729,94,1713,1
340712,31,9092,1
820250,15,2575,1
795041,17,8211,1
232382,0,1051,1
315408,61,431,1
664350,82,8530,1
993352,67,5952,1
642024,30,5128,1
923681,90,772,1
771487,1,6660,1
599757,84,8544,1
637810,77,2316,1
576653,71,7125,1
728193,98,8514,1
733642,69,313,1
344066,85,8934,1
132778,20,3102,1
117939,85,8331,1
817436,60,6287,1
256958,79,6311,1
999074,99,1215,1
971907,72,1530,1
369529,88,6323,1
340845,49,311,1
522663,73,3144,1
171248,17,8023,1
909521,66,7932,1
396642,79,576,1
566752,34,1575,1
702347,58,8326,1
419392,58,3938,1
540709,73,7520,1
873022,65,9734,1
400988,99,9842,1
474058,90,5055,1
387319,67,2198,1
526953,45,8860,1
255839,17,2601,1
698979,33,1632,1
501341,36,9319,1
619953,18,9441,1
800771,7,5286,1
212276,58,5113,1
369122,10,855,1
761907,27,7060,1
268309,49,7403,1
191137,60,5721,1
982835,81,8955,1
217807,56,9851,1
511242,71,3030,1
774773,28,9186,1
439700,39,2769,1
942245,56,9241,1
186829,72,9879,1
273788,60,1871,1
784860,13,5737,1
723391,46,4381,1
910098,76,149,1
159661,57,8210,1
458721,83,101,1
744237,97,4178,1
982902,88,2142,1
374997,94,8051,1
440942,83,535,1
772735,18,9000,1
339188,90,6714,1
613366,91,3840,1
777519,21,1966,1
729807,42,7682,1
447944,22,6713,1
523061,33,8399,1
460679,50,8902,1
886596,74,9727,1
332099,12,4919,1
523474,84,9429,1
218313,23,1351,1
407057,42,6234,1
968696,47,529,1
469855,40,4838,1
968469,78,8094,1
873238,30,7765,1
992818,10,1007,1
927877,79,4212,1
160000,87,3370,1
272466,84,5686,1
202155,3,9272,1
636674,85,2952,1
353619,14,5727,1
258426,87,7190,1
948981,1,8442,1
806604,23,3678,1
333839,84,5957,1
974731,64,3044,1
823168,22,4960,1
415268,63,4442,1
160662,70,4602,1
426019,37,9259,1
523031,72,1082,1
152523,79,8943,1
856644,27,6818,1
335388,12,9078,1
997150,61,2174,1
640611,79,1814,1
158794,78,3721,1
437628,88,9676,1
234288,52,3980,1
253431,36,1606,1
510108,88,4058,1
411871,72,2483,1
784659,19,1458,1
688613,90,22,1
349085,84,2856,1
168199,57,4176,1
694984,31,6218,1
732944,93,443,1
907398,44,6595,1
643268,92,4961,1
755510,1,8830,1
335899,31,6013,1
629388,77,2228,1
321819,9,7198,1
638304,3,6736,1
164710,22,3473,1
430143,26,6497,1
441297,0,8310,1
364405,41,4759,1
395622,51,3174,1
626133,94,182,1
921657,38,4736,1
232833,91,8001,1
693864,81,7349,1
905116,10,7066,1
436458,99,2872,1
754493,46,6687,1
460339,82,9196,1
147363,83,1486,1
273932,4,2143,1
763497,91,2801,1
249569,52,7001,1
358987,7,9258,1
447183,70,345,1
120616,8,6514,1
457969,36,8836,1
556015,71,4385,1
504238,36,8747,1
726218,34,1137,1
887292,32,7337,1
417650,49,6411,1
198573,80,7446,1
597581,19,6672,1
268565,90,7329,1
301412,80,2765,1
573275,37,5332,1
409695,38,6632,1
962241,18,599,1
133443,60,6114,1
186374,28,8593,1
826694,47,4774,1
451856,84,8475,1
108831,58,5085,1
166382,63,6010,1
950727,38,3592,1
441302,77,1992,1
591824,3,1346,1
894419,14,990,1
474470,66,3623,1
129680,95,1163,1
423851,56,6300,1
621295,71,3975,1
340343,36,8422,1
588546,94,1340,1
566767,93,9693,1
988565,79,7343,1
909888,94,3288,1
565710,74,3905,1
836983,4,5941,1
248520,74,1981,1
265167,71,4007,1
765136,14,710,1
382624,99,9932,1
420854,10,3836,1
796771,62,527,1
760652,50,8232,1
968418,36,5490,1
873010,32,18,1
159866,11,1074,1
714405,7,4362,1
729527,13,433,1
293854,94,9716,1
633583,29,235,1
745812,47,1871,1
296050,22,6909,1
115119,0,2573,1
311008,21,2445,1
129864,73,4512,1
794297,26,9871,1
847936,14,9422,1
189824,97,6141,1
574527,97,418,1
480388,23,3328,1
486414,49,6988,1
643760,99,5256,1
580627,27,653,1
465263,58,3223,1
170291,26,8872,1
191539,49,6691,1
311647,45,8096,1
301845,69,7306,1
991168,94,1581,1
973255,6,7036,1
164618,96,8635,1
717333,83,6126,1
592933,95,7204,1
472257,99,6077,1
349592,53,9647,1
245869,68,334,1
259500,35,530,1
588869,78,9676,1
678625,36,1807,1
253288,42,3634,1
352258,28,2843,1
158643,22,390,1
785601,34,1148,1
876687,75,4605,1
557871,68,354,1
152764,69,7119,1
274438,77,4250,1
164504,2,4765,1
358837,45,4905,1
432300,90,393,1
699769,39,418,1
455305,72,2926,1
533618,31,1987,1
351499,98,8942,1
300316,22,1101,1
695879,99,6183,1
263450,77,1256,1
898155,45,3222,1
221855,79,6125,1
603178,32,9774,1
912423,56,8300,1
223931,95,3079,1
935683,6,1293,1
696860,17,7324,1
826404,30,1947,1
627589,30,4135,1
128261,36,2208,1
612975,92,6670,1
746755,42,6887,1
139249,42,9561,1
349347,89,5143,1
475487,5,2301,1
161215,51,8256,1
975275,6,8359,1
350296,82,6829,1
591374,48,3442,1
881904,65,2882,1
203191,72,5264,1
648566,74,4809,1
753649,33,8855,1
446081,91,3534,1
284918,37,9767,1
681152,12,907,1
275901,73,1681,1
950229,52,6955,1
825983,39,8164,1
185900,83,8745,1
663642,54,6751,1
987801,41,2007,1
582614,0,3292,1
815676,81,2010,1
630031,58,9266,1
131602,42,702,1
674073,8,2958,1
116852,84,8415,1
686815,50,5621,1
163708,7,9352,1
629170,91,6170,1
221984,45,1065,1
990893,10,7527,1
573854,50,238,1
721447,43,720,1
799693,25,2343,1
981062,3,2030,1
405468,63,9515,1
728394,71,1047,1
921604,94,8792,1
752934,18,8506,1
743193,88,1766,1
248429,16,5442,1
490469,66,6089,1
159090,71,1445,1
808101,17,6136,1
421236,14,5176,1
944832,20,3135,1
725695,22,8137,1
787841,50,4039,1
624387,62,2428,1
622762,28,1345,1
446560,87,2870,1
452844,22,4704,1
244039,65,9040,1
708440,87,7069,1
186792,48,5777,1
245900,54,1775,1
286362,10,5883,1
817550,75,9374,1
984515,100,499,1
798546,36,2655,1
567105,92,7937,1
240972,65,931,1
909903,100,3872,1
907742,8,1361,1
118782,99,4616,1
187743,73,5348,1
867541,42,7025,1
732227,86,484,1
351110,25,6416,1
380371,40,7756,1
489825,47,5957,1
643610,30,7681,1
723115,95,1628,1
301876,43,3739,1
496150,72,5023,1
702885,87,4552,1
400637,55,4197,1
240504,96,4157,1
586186,29,3530,1
945548,69,942,1
410838,14,1239,1
552182,45,4907,1
775059,19,7198,1
708084,27,1200,1
495645,13,4681,1
298148,12,4480,1
739402,24,3324,1
134634,55,4456,1
288771,46,9339,1
509616,76,6439,1
792795,75,4160,1
722407,23,9356,1
461784,16,1228,1
312218,31,8358,1
787849,3,5116,1
859816,14,5797,1
253038,18,2760,1
580337,36,4839,1
289596,21,8445,1
985215,88,5799,1
184914,26,9448,1
743952,23,4243,1
684540,16,9761,1
674987,55,3254,1
949200,70,5199,1
802409,48,2236,1
703978,79,4157,1
788660,1,5221,1
142341,81,6875,1
434908,97,6927,1
763245,96,2779,1
833743,35,7846,1
966263,51,7249,1
291680,32,8169,1
253975,15,437,1
959740,92,5280,1
370911,40,7187,1
683501,58,5580,1
541992,42,9581,1
559750,84,2140,1
358134,75,6772,1
136285,35,3896,1
724293,47,7000,1
356427,36,7329,1
439949,4,4579,1
317928,12,1772,1
385796,18,2592,1
736835,85,1634,1
709456,54,9702,1
697891,82,259,1
932617,51,8601,1
682255,84,6968,1
520312,63,813,1
355474,55,3121,1
126648,60,4406,1
693540,26,4064,1
555377,90,2216,1
530223,79,1511,1
145151,100,7779,1
285709,1,4781,1
490494,17,961,1
403494,82,4293,1
513285,21,1331,1
737572,8,9689,1
266834,0,5709,1
855969,4,8233,1
263810,56,3213,1
803863,40,5543,1
697364,15,4291,1
521329,51,604,1
746713,21,5995,1
163174,0,8894,1
240902,9,5401,1
238827,28,9281,1
604211,30,9939,1
725686,5,6526,1
349256,63,3336,1
521405,3,5011,1
176083,59,3238,1
669134,15,9019,1
976100,60,9573,1
802159,78,1017,1
604484,48,9017,1
875277,43,4509,1
639581,60,8096,1
524256,36,1824,1
103224,37,9273,1
630635,92,2470,1
536057,15,1752,1
621159,42,9034,1
820536,46,3937,1
837526,11,8607,1
741748,41,9079,1
526331,19,1395,1
429027,57,8713,1
682134,47,618,1
498285,31,6513,1
537659,83,4673,1
531528,67,8030,1
576626,92,4978,1
532343,34,9367,1
962548,65,8549,1
425499,7,5886,1
446443,19,6749,1
128780,83,7095,1
268169,45,452,1
747430,10,585,1
534799,36,2395,1
232658,93,3620,1
398168,39,817,1
708173,21,2496,1
734976,13,2436,1
340676,0,2541,1
951441,65,7219,1
137174,67,6676,1
117464,64,7466,1
396552,7,145,1
731821,68,9159,1
843305,23,4024,1
264624,22,2046,1
476265,37,6043,1
480908,38,5968,1
598726,83,7273,1
280555,19,6717,1
768236,34,9220,1
116731,3,1084,1
146278,34,5794,1
916212,67,7430,1
177491,94,7769,1
764878,47,1388,1
161736,79,6934,1
843315,75,2896,1
165903,33,6052,1
242233,49,4777,1
198694,23,6682,1
117105,71,4954,1
336321,77,1616,1
860172,62,6656,1
410314,71,3603,1
504067,21,2505,1
121671,23,98,1
243671,80,669,1
772298,75,4243,1
225976,19,1829,1
137784,52,2647,1
169226,16,7835,1
694552,63,4960,1
795072,46,8473,1
312701,65,903,1
224003,98,1777,1
929056,39,4284,1
667097,42,1381,1
105696,50,1192,1
109360,95,552,1
363780,84,8444,1
825351,6,4818,1
953702,50,1392,1
474955,55,2309,1
598771,52,2177,1
480288,8,4529,1
506419,74,3663,1
783936,25,4448,1
148571,38,9291,1
230096,49,7081,1
551745,58,363,1
585909,82,7487,1
330091,60,3526,1
282253,57,2085,1
834340,0,4213,1
280759,97,9468,1
252856,97,9188,1
275735,33,3926,1
257808,24,4487,1
478965,16,555,1
615131,56,1671,1
648512,44,3151,1
104257,76,3285,1
245766,7,1405,1
748669,13,7390,1
568899,85,3593,1
268743,48,1287,1
825240,2,4010,1
948806,81,5386,1
528233,96,4086,1
585095,52,3806,1
666665,54,7430,1
765900,37,6,1
980176,79,216,1
642306,87,92,1
173700,37,6144,1
601521,37,6812,1
351705,77,1038,1
207053,28,6809,1
248431,41,5305,1
371728,8,5017,1
708777,84,8010,1
798507,88,2634,1
893566,63,3555,1
306016,6,1403,1
906545,65,3,1
174629,20,3794,1
314856,76,3353,1
530549,25,7961,1
653992,62,4897,1
874705,5,2940,1
415908,12,9099,1
971641,51,3977,1
688924,53,9340,1
893329,61,2795,1
934143,100,6443,1
218815,93,5386,1
898141,18,6808,1
812730,4,7664,1
304763,2,5272,1
341912,10,6086,1
623781,44,1783,1
384011,16,6440,1
643295,5,6322,1
233341,31,2890,1
965456,77,1868,1
694671,99,7154,1
565604,95,3231,1
371711,69,2986,1
847704,15,3781,1
124760,40,1404,1
458830,61,2322,1
843880,17,5236,1
867012,94,9445,1
721575,18,2881,1
349834,71,4807,1
885363,11,8501,1
968018,39,1883,1
119702,96,3632,1
767082,36,2787,1
958873,91,8594,1
116543,23,7044,1
165885,81,4268,1
138073,6,5755,1
324861,79,9404,1
138141,82,6507,1
349037,24,4776,1
546852,99,3537,1
104521,55,8453,1
297874,46,1567,1
343368,1,8321,1
173214,45,2757,1
801724,52,5521,1
212225,69,9912,1
593494,40,976,1
402864,39,347,1
350586,32,4412,1
320479,55,6359,1
285494,24,5769,1
805915,4,27,1
411808,36,6559,1
734702,50,6501,1
211703,67,9596,1
314179,62,2023,1
818758,6,5397,1
270844,87,4064,1
499641,7,6700,1
539432,91,9128,1
746671,7,9370,1
345666,69,3343,1
721533,93,1990,1
371465,19,6771,1
857844,86,8486,1
374203,78,8817,1
612730,95,4412,1
823759,19,4988,1
639886,46,9370,1
187030,51,8568,1
234645,11,4829,1
891021,1,8116,1
411057,13,4978,1
570221,62,6416,1
323626,25,8038,1
570365,0,6732,1
910577,3,4724,1
991350,35,3785,1
909062,35,4954,1
640375,78,5963,1
879018,2,6345,1
995460,99,3568,1
311461,70,4184,1
550307,93,5586,1
127050,76,8149,1
671678,87,3082,1
624762,38,6175,1
468350,48,6587,1
446678,48,5808,1
204075,92,6340,1
223753,92,5559,1
731164,78,6867,1
188811,0,1265,1
601140,60,2021,1
462580,64,1586,1
927485,65,9247,1
224197,68,3588,1
362405,5,3850,1
918404,1,8934,1
570297,56,7242,1
573015,26,8408,1
609786,42,895,1
496743,63,6366,1
985416,74,9621,1
835664,30,9306,1
212431,72,3656,1
719905,25,9260,1
157755,98,1648,1
634349,98,909,1
947719,73,3806,1
183230,89,4809,1
847123,79,622,1
329453,8,4764,1
915181,72,9851,1
757180,53,2429,1
397628,93,7534,1
717928,10,5980,1
590076,28,7512,1
281783,30,8094,1
168930,74,5857,1
147913,17,8195,1
545091,71,8907,1
954896,63,3848,1
316121,1,2460,1
314796,12,6715,1
540424,17,2378,1
349454,76,9589,1
297960,23,7728,1
734570,92,7010,1
808582,42,9404,1
546769,2,9608,1
879320,76,6018,1
514219,49,8921,1
556694,11,8883,1
929055,16,4986,1
180979,65,8852,1
